ID	ZT3	ZT6	ZT9	ZT3	ZT21	ZT18	ZT24	ZT6	ZT0	ZT12	ZT15	ZT0	ZT9	ZT21	ZT21	ZT3	ZT12	ZT9	ZT6	ZT15	ZT9	ZT0	ZT15	ZT21	ZT15	ZT18	ZT3	ZT12	ZT24	ZT24	ZT18	ZT18	ZT12	ZT6	ZT0	ZT24
4_cyc	71.28850087120433	73.08393898757465	75.52580519088211	71.184525544128	70.19094024878467	77.92471469243831	71.56461577793065	77.12146929999625	68.84713700563974	74.01872089379407	71.63693500676479	71.44293155497158	70.13377128857915	72.35956743668068	69.55139157302412	74.87749855783053	72.77491748872337	68.78270756060313	72.12159057013677	75.3361084755841	73.85445124580836	73.10672353549445	76.46924100439327	70.18199817335699	72.95964431657626	74.87826693300916	74.05925935781327	70.25587167552806	70.20084505744062	72.5916188785937	75.95255498968604	74.66529548911534	70.0580077563037	71.02329518775886	72.0558836082044	70.2123656267451
0_cyc	24.457616300295765	22.575764150485004	16.84320383166575	23.89201959242602	27.118174424642586	28.737929818029432	29.661284951395746	18.091454010083215	29.176261220711726	19.895405848487417	23.253612911910306	28.149781888960018	19.92690890227966	29.917425563245867	31.49314585335809	23.89764899424006	20.882053479365812	21.299083870647568	22.126004778399352	19.577954696677825	14.782978912686726	27.67676669395477	20.505372887428965	33.60126379018409	24.911786817847823	28.103685738074628	27.54045829791816	18.8659739768749	27.34939915802379	27.179012422801666	28.56407071152216	29.63655285394395	23.145462182665103	22.807484862031973	26.536771396190968	30.066493112809187
1_cyc					-39.21201442650625						-37.640717611862854		-40.62786170794967				-38.48738431996823		-41.057673862055346								-42.301419599345344				-38.376216297002514				-42.79742893228427	-41.504575950578555
2_cyc		-99.24192654384835	-99.41828573561182		-103.89479562934181	-105.21034621435943	-101.47190576046282	-99.56685756855042	-100.38202291611064	-103.97047332216273	-103.80139336443318	-102.59822249299567	-99.17327584972922	-104.43620891335492	-104.97638577409762		-101.88026502707356	-100.7796280651412	-101.10924861583665	-103.14552865726725	-99.85970779098756	-102.28605274653808	-103.43815940406103	-103.11952221428615	-103.71864871400597	-105.5049028958092		-102.2915252694532	-102.5582597889558	-101.47174914199303	-106.73203022248858	-105.3988535944696	-102.05805301923485	-97.8075207691708	-101.21763830433908	-101.5589517465117
3_cyc	-48.94895636389701	-53.901928578786055	-54.065948952688075	-47.92624767081668	-41.9010009624504	-38.3549435690757	-41.28247237847711	-54.863197579187414	-46.86957667595985	-51.1348390328903	-49.30945353966138	-42.53388602436178	-55.62630538667052	-42.419454906555984	-40.13283232294752	-49.18720223445334	-50.9847660198712	-54.277346193988535	-52.211964015545576	-49.61934296273168	-50.03425118082802	-44.93602550138907	-42.67490101025808	-39.52944811949749	-46.3127213395952	-41.45134465825156	-48.92731531216393	-52.06215822872764	-44.718263828497385	-39.408668730392236	-43.767843454544646	-43.73657168542209	-50.02844514255696	-51.44171735043152	-41.72660565781396	-43.280277261528525
4_cyc	71.28850087120433	73.08393898757465	75.52580519088211	71.184525544128	70.19094024878467	77.92471469243831	71.56461577793065	77.12146929999625	68.84713700563974	74.01872089379407	71.63693500676479	71.44293155497158	70.13377128857915	72.35956743668068	69.55139157302412	74.87749855783053	72.77491748872337	68.78270756060313	72.12159057013677	75.3361084755841	73.85445124580836	73.10672353549445	76.46924100439327	70.18199817335699	72.95964431657626	74.87826693300916	74.05925935781327	70.25587167552806	70.20084505744062	72.5916188785937	75.95255498968604	74.66529548911534	70.0580077563037	71.02329518775886	72.0558836082044	70.2123656267451
5_cyc	84.7675756738869	85.47847746548918	85.86665055321713	86.47514677993091	89.52252173985538	92.49287668396346	87.37890194511766	85.08284976438894	86.3778734590081	87.94860489572882	92.47964727818574	87.4705319671489	88.43117670803052	90.97529688502715	89.35296852410029	86.82106165014937	89.81337942733101	87.65988055527515	85.82798590816789	90.32836382438049	87.75736958431207	87.82642771556966	90.16277971097237	89.28035252265954	93.84022488017254	92.15127655194016	84.20090543620354	91.28870273584562	86.97152898014146	89.13043901131562	91.4769706850139	92.31201130449547	88.8051124526547	85.24509945766123	88.77469215041764	88.06527445128229
6_cyc	-194.40987045489604	-194.8396312486377	-190.79949199526513	-195.21838645624757	-197.08030500936493	-193.30190102485219	-196.3997580004131	-194.0514125748824	-194.72119038927218	-191.00789693953993	-192.76242650835715	-197.55916680618452	-190.60045085229024	-195.62251119663966	-195.24083449107064	-194.57582565237007	-188.82165261128574	-191.07938449749076	-193.23599747047692	-191.37707738526032	-192.35654908214775	-197.72082877884247	-190.50300034415253	-195.94461571848223	-192.30365681666402	-192.359856249857	-194.7003296210814	-190.89645678202578	-196.51296009238277	-198.02908594185232	-194.43936212105663	-193.64595880865593	-191.42531953328455	-192.4681692252182	-195.4800084829202	-197.16200005066824
7_cyc	-13.251061625030538	-17.84856457824676	-16.75985346763388	-13.520339206523186	-12.369409999722746	-14.557907412982422	-10.865548740580833	-17.544721700740382	-12.930843351639204	-17.37736500020131	-16.924646634787212	-14.342905156517054	-16.09138569413995	-12.97669843539518	-13.407320403124075	-13.923297863879124	-17.555771368134078	-18.1422936298538	-16.899390191597426	-16.019294760478374	-17.947092574558468	-10.925726392024673	-17.493565657086577	-12.603385581379797	-14.91635690164124	-13.396224878777787	-13.100699342846472	-16.796982184165348	-10.502187747704303	-11.768606020005286	-12.838258757591223	-13.74838028862793	-18.040901696305855	-15.936173887350725	-11.827714647992112	-14.032716890255521
8_cyc	93.75535283361307	92.8907378711922	90.37398694652862	94.53746552022942	94.1040436109824	92.50146545307678	93.80655700627959	92.06920193627302	95.6573745098535	88.01534249003376	88.6730595908616	95.59721489392398	90.9776850561355	93.84161438639829	92.71546902927841	92.41917574733067	90.8938505403113	90.78401382382758	92.40625850660004	88.72819960988265	89.42087412691436	96.43324373467087	88.36258829331256	93.16623765575186	86.76959182855082	89.96829214275189	93.62276195849621	88.81433306194384	93.40742219632163	93.68925266236648	89.69947117970982	89.37897159946951	88.40507851666868	93.42815302488887	93.19331253977612	94.94611657554762
9_cyc	-21.833012884866424	-23.586794994094298	-24.96774302425472	-24.22419069784956	-26.306795211570808	-26.74412097929192	-22.236235953744927	-22.42803553233699	-24.085245479992842	-26.23832387497356	-28.05850321434721	-22.611455322079212	-25.262129052470286	-26.41788232754518	-26.651660777145892	-23.143269922507347	-26.54200070387593	-25.457740869955675	-24.67982494613056	-30.665708204607242	-24.43725948407501	-24.071366864961753	-28.340618608885364	-25.0834139510271	-28.34315450689372	-28.436931528097595	-23.32915194933439	-26.053000429660553	-24.383963244999638	-24.144502103775448	-27.935502991178726	-28.258202963148833	-27.54059379357784	-22.497235133986948	-23.58467689207844	-24.916719168839027
10_null	10.991869494749944	10.204058004129928	12.251952133382757	12.542933723626653	12.08271018738517	9.962547238909648	10.742288349010451	11.698728044829453	10.66169869960436	10.66237272926656	11.65009161689141	10.524122407435978	12.39213472991345	9.922587985169427	12.01001782485393	11.783789288497049	10.939116174055513	10.687941654385526	11.552027604269805	11.996024468382792	12.99934688956932	10.705086182529143	8.133555627684729	12.538770858747414	11.336405219634212	10.785344679356156	9.939296707564958	12.25815568012157	10.530835815089029	10.266316944361249	11.344510857416013	10.983541690683182	10.921629053707596	11.426213315481519	11.656555623360955	11.988483932144621
11_null					-148.67802301195562						-148.96073262549746		-147.1251582754468				-148.254565685753		-147.56536578745462								-149.70503891143977				-150.68952158582505				-149.42125557099757	-147.67975474622685
12_null		-48.121894669929766	-48.27743154008449		-48.70506980829354	-48.70866548155434	-46.663168244274374	-48.09443235063856	-48.25441456243834	-48.55721175659582	-48.367666001605016	-47.59826445141418	-47.24770226459147	-49.16370509409916	-47.38576327584462		-46.956962733422294	-48.2348785564673	-46.38865447687907	-47.185842734437195	-46.6988876432822	-50.174890214953116	-46.387920502226336	-46.50699618036778	-48.83322595333884	-47.758477288104494		-48.53005388780452	-47.42399729184897	-46.10688212612639	-47.11517644857655	-48.99126370895602	-47.61987793596584	-50.05712368321645	-48.62245692113646	-46.92569552701677
